uri	Titre	Verbalisation française	Source	Description	Est tête d'arborescence	Terme Générique	Cette ressource dans ISTEX	Nom du jeu de données	Modèle conceptuel	Description du jeu de données	Créateur	Editeur	date de création	Licence	Source de la licence
ark:/67375/NHZ-90VTJ0QT-G	Engineering, Civil	Génie, Civil	http://ip-science.thomsonreuters.com/mjl/scope/scope_scie/	Engineering, Civil includes resources on the planning, design, construction, and maintenance of fixed structures and ground facilities for industry, occupancy, transportation, use and control of water, and harbor facilities. Resources also may cover the sub-fields of structural engineering, geotechnics, earthquake engineering, ocean engineering, water resources and supply, marine engineering, transportation engineering, and municipal engineering. 		Science Citation Index Expanded	"categories.wos.raw:(""engineering, civil"")"	Jeu de données catégories Web Of Science 	https://docs.google.com/drawings/d/1LzjO-oD6snh0MYfqxfPB7q-LU6Dev1SRmJstXFGzgvg/pub?w=960&h=720	Cette table correspond au choix de documenter des données ISTEX et plus particulièrement les catégories Web Of Science.	ISTEX	LODEX team	2015-05-12	 Les données mise en ligne dans le cadre de cette expérimentation sont issues des métadonnées ISTEX. Comme les métadonnées ISTEX, elles sont placées sous le régime de la licence ouverte/open licence Etalab	http://www.istex.fr/wp-content/uploads/2015/02/2015_Licence-type-ISTEX.pdf
ark:/67375/NHZ-61KVRLT7-B	Social Issues	Questions sociales	http://ip-science.thomsonreuters.com/mjl/scope/scope_scie/	Social Issues covers resources in a wide variety of topics addressing social problems for the individual, family, or society. Resources included in this category deal with death studies, issues in science and technology, gender studies, ethical studies, media studies, race and class, and the interaction of technology and society. 		Social Science Citation Index	"categories.wos.raw:(""social issues"")"	Jeu de données catégories Web Of Science 	https://docs.google.com/drawings/d/1LzjO-oD6snh0MYfqxfPB7q-LU6Dev1SRmJstXFGzgvg/pub?w=960&h=720	Cette table correspond au choix de documenter des données ISTEX et plus particulièrement les catégories Web Of Science.	ISTEX	LODEX team	2015-05-12	 Les données mise en ligne dans le cadre de cette expérimentation sont issues des métadonnées ISTEX. Comme les métadonnées ISTEX, elles sont placées sous le régime de la licence ouverte/open licence Etalab	http://www.istex.fr/wp-content/uploads/2015/02/2015_Licence-type-ISTEX.pdf
ark:/67375/NHZ-BRJT70VG-0	Psychology, Multidisciplinary	Psychologie, Multidisciplinaire	http://ip-science.thomsonreuters.com/mjl/scope/scope_scie/	Psychology, Multidisciplinary covers resources with a general or interdisciplinary approach to the field. Resources on philosophical psychology, psychobiology, and the history of psychology are included in this category.		Social Science Citation Index	"categories.wos.raw:(""psychology, multidisciplinary"")"	Jeu de données catégories Web Of Science 	https://docs.google.com/drawings/d/1LzjO-oD6snh0MYfqxfPB7q-LU6Dev1SRmJstXFGzgvg/pub?w=960&h=720	Cette table correspond au choix de documenter des données ISTEX et plus particulièrement les catégories Web Of Science.	ISTEX	LODEX team	2015-05-12	 Les données mise en ligne dans le cadre de cette expérimentation sont issues des métadonnées ISTEX. Comme les métadonnées ISTEX, elles sont placées sous le régime de la licence ouverte/open licence Etalab	http://www.istex.fr/wp-content/uploads/2015/02/2015_Licence-type-ISTEX.pdf
ark:/67375/NHZ-XKF8P48T-9	Social Sciences, Biomedical	Sciences sociales, Biomédicales	http://ip-science.thomsonreuters.com/mjl/scope/scope_scie/	Social Sciences, Biomedical includes resources on the political and social effects of biomedical research. Areas covered include family planning, healthcare ethics, psycho-oncology, and sexual health. 		Social Science Citation Index	"categories.wos.raw:(""social sciences, biomedical"")"	Jeu de données catégories Web Of Science 	https://docs.google.com/drawings/d/1LzjO-oD6snh0MYfqxfPB7q-LU6Dev1SRmJstXFGzgvg/pub?w=960&h=720	Cette table correspond au choix de documenter des données ISTEX et plus particulièrement les catégories Web Of Science.	ISTEX	LODEX team	2015-05-12	 Les données mise en ligne dans le cadre de cette expérimentation sont issues des métadonnées ISTEX. Comme les métadonnées ISTEX, elles sont placées sous le régime de la licence ouverte/open licence Etalab	http://www.istex.fr/wp-content/uploads/2015/02/2015_Licence-type-ISTEX.pdf
ark:/67375/NHZ-V36PF0DX-X	Psychology, Psychoanalysis	Psychologie, Psychanalyse	http://ip-science.thomsonreuters.com/mjl/scope/scope_scie/	Psychology, Psychoanalysis includes resources concerned with psychoanalysis as a form of diagnosis and treatment that emphasizes the gradual integration of repressed memories into the total structure of the personality. 		Social Science Citation Index	"categories.wos.raw:(""psychology, psychoanalysis"")"	Jeu de données catégories Web Of Science 	https://docs.google.com/drawings/d/1LzjO-oD6snh0MYfqxfPB7q-LU6Dev1SRmJstXFGzgvg/pub?w=960&h=720	Cette table correspond au choix de documenter des données ISTEX et plus particulièrement les catégories Web Of Science.	ISTEX	LODEX team	2015-05-12	 Les données mise en ligne dans le cadre de cette expérimentation sont issues des métadonnées ISTEX. Comme les métadonnées ISTEX, elles sont placées sous le régime de la licence ouverte/open licence Etalab	http://www.istex.fr/wp-content/uploads/2015/02/2015_Licence-type-ISTEX.pdf
ark:/67375/NHZ-09Z5B5Z9-K	Multidisciplinary Sciences	Sciences multidisciplinaires	http://ip-science.thomsonreuters.com/mjl/scope/scope_scie/	Multidisciplinary Sciences includes resources of a very broad or general character in the sciences. It covers the spectrum of major scientific disciplines such as Physics, Chemistry, Mathematics, Biology, etc. Nature and Science are the preeminent resources in this category and serve as typical examples. The Web site of the National Science Foundation is a good example of a web resource included in this category. Some specialized resources that have a wide range of applications in the sciences also may fall under this category. The journal Fractals---Complex Geometry Patterns and Scaling in Nature and Society would be an example of such a resource. 		Science Citation Index Expanded	"categories.wos.raw:(""multidisciplinary sciences"")"	Jeu de données catégories Web Of Science 	https://docs.google.com/drawings/d/1LzjO-oD6snh0MYfqxfPB7q-LU6Dev1SRmJstXFGzgvg/pub?w=960&h=720	Cette table correspond au choix de documenter des données ISTEX et plus particulièrement les catégories Web Of Science.	ISTEX	LODEX team	2015-05-12	 Les données mise en ligne dans le cadre de cette expérimentation sont issues des métadonnées ISTEX. Comme les métadonnées ISTEX, elles sont placées sous le régime de la licence ouverte/open licence Etalab	http://www.istex.fr/wp-content/uploads/2015/02/2015_Licence-type-ISTEX.pdf
ark:/67375/NHZ-VTPXKGPT-Q	Zoology	Zoologie	http://ip-science.thomsonreuters.com/mjl/scope/scope_scie/	Zoology covers resources concerning a broad range of topics on the study of animals. This category ranges from animal behavior and animal physiology to some aspects of animal ecology. The category does not include veterinary medicine, ornithology, or most aspects of entomology. 		Science Citation Index Expanded	"categories.wos.raw:(""zoology"")"	Jeu de données catégories Web Of Science 	https://docs.google.com/drawings/d/1LzjO-oD6snh0MYfqxfPB7q-LU6Dev1SRmJstXFGzgvg/pub?w=960&h=720	Cette table correspond au choix de documenter des données ISTEX et plus particulièrement les catégories Web Of Science.	ISTEX	LODEX team	2015-05-12	 Les données mise en ligne dans le cadre de cette expérimentation sont issues des métadonnées ISTEX. Comme les métadonnées ISTEX, elles sont placées sous le régime de la licence ouverte/open licence Etalab	http://www.istex.fr/wp-content/uploads/2015/02/2015_Licence-type-ISTEX.pdf
ark:/67375/NHZ-B0PXBCQJ-V	History & Philosophy Of Science	Histoire & Philosophie de la science	http://ip-science.thomsonreuters.com/mjl/scope/scope_scie/	History & Philosophy of Science covers resources on the history of scientific disciplines including medicine and technology, as well as resources on the philosophical and social studies of science. 		Social Science Citation Index	"categories.wos.raw:(""history & philosophy of science"")"	Jeu de données catégories Web Of Science 	https://docs.google.com/drawings/d/1LzjO-oD6snh0MYfqxfPB7q-LU6Dev1SRmJstXFGzgvg/pub?w=960&h=720	Cette table correspond au choix de documenter des données ISTEX et plus particulièrement les catégories Web Of Science.	ISTEX	LODEX team	2015-05-12	 Les données mise en ligne dans le cadre de cette expérimentation sont issues des métadonnées ISTEX. Comme les métadonnées ISTEX, elles sont placées sous le régime de la licence ouverte/open licence Etalab	http://www.istex.fr/wp-content/uploads/2015/02/2015_Licence-type-ISTEX.pdf
ark:/67375/NHZ-SV6RF1LG-S	Social Sciences, Interdisciplinary	Sciences sociales, Interdisciplinaires	http://ip-science.thomsonreuters.com/mjl/scope/scope_scie/	Social Sciences, Interdisciplinary includes resources with an interdisciplinary approach to the field such as studies on social sciences and computers, time and society, evaluation practice, black studies, information science and society, homosexuality studies, childhood studies, and death studies. 		Social Science Citation Index	"categories.wos.raw:(""social sciences, interdisciplinary"")"	Jeu de données catégories Web Of Science 	https://docs.google.com/drawings/d/1LzjO-oD6snh0MYfqxfPB7q-LU6Dev1SRmJstXFGzgvg/pub?w=960&h=720	Cette table correspond au choix de documenter des données ISTEX et plus particulièrement les catégories Web Of Science.	ISTEX	LODEX team	2015-05-12	 Les données mise en ligne dans le cadre de cette expérimentation sont issues des métadonnées ISTEX. Comme les métadonnées ISTEX, elles sont placées sous le régime de la licence ouverte/open licence Etalab	http://www.istex.fr/wp-content/uploads/2015/02/2015_Licence-type-ISTEX.pdf
ark:/67375/NHZ-RFKKFLKR-1	Psychiatry	Psychiatrie	http://ip-science.thomsonreuters.com/mjl/scope/scope_scie/	Psychiatry covers resources that focus on the origins, diagnosis, and treatment of mental, emotional, or behavioral disorders. Areas covered in this category include adolescent and child psychiatry, forensic psychiatry, geriatric psychiatry, hypnosis, psychiatric nursing, psychiatric rehabilitation, psychosomatic research, and stress medicine. 		Social Science Citation Index	"categories.wos.raw:(""psychiatry"")"	Jeu de données catégories Web Of Science 	https://docs.google.com/drawings/d/1LzjO-oD6snh0MYfqxfPB7q-LU6Dev1SRmJstXFGzgvg/pub?w=960&h=720	Cette table correspond au choix de documenter des données ISTEX et plus particulièrement les catégories Web Of Science.	ISTEX	LODEX team	2015-05-12	 Les données mise en ligne dans le cadre de cette expérimentation sont issues des métadonnées ISTEX. Comme les métadonnées ISTEX, elles sont placées sous le régime de la licence ouverte/open licence Etalab	http://www.istex.fr/wp-content/uploads/2015/02/2015_Licence-type-ISTEX.pdf
ark:/67375/NHZ-4CSNT22P-L	Respiratory System	Système respiratoire	http://ip-science.thomsonreuters.com/mjl/scope/scope_scie/	Respiratory System covers resources on all aspects of respiratory and lung diseases, including their relation to cardiovascular and thoracic surgery and diseases. 		Science Citation Index Expanded	"categories.wos.raw:(""respiratory system"")"	Jeu de données catégories Web Of Science 	https://docs.google.com/drawings/d/1LzjO-oD6snh0MYfqxfPB7q-LU6Dev1SRmJstXFGzgvg/pub?w=960&h=720	Cette table correspond au choix de documenter des données ISTEX et plus particulièrement les catégories Web Of Science.	ISTEX	LODEX team	2015-05-12	 Les données mise en ligne dans le cadre de cette expérimentation sont issues des métadonnées ISTEX. Comme les métadonnées ISTEX, elles sont placées sous le régime de la licence ouverte/open licence Etalab	http://www.istex.fr/wp-content/uploads/2015/02/2015_Licence-type-ISTEX.pdf
ark:/67375/NHZ-GQMTCG0D-5	Ethnic Studies	Etudes ethniques	http://ip-science.thomsonreuters.com/mjl/scope/scope_scie/	Ethnic Studies covers resources on ethnic/racial, social and cultural diversity issues, including the history and the political, social, and economic interactions of specific ethnic groups. 		Social Science Citation Index	"categories.wos.raw:(""ethnic studies"")"	Jeu de données catégories Web Of Science 	https://docs.google.com/drawings/d/1LzjO-oD6snh0MYfqxfPB7q-LU6Dev1SRmJstXFGzgvg/pub?w=960&h=720	Cette table correspond au choix de documenter des données ISTEX et plus particulièrement les catégories Web Of Science.	ISTEX	LODEX team	2015-05-12	 Les données mise en ligne dans le cadre de cette expérimentation sont issues des métadonnées ISTEX. Comme les métadonnées ISTEX, elles sont placées sous le régime de la licence ouverte/open licence Etalab	http://www.istex.fr/wp-content/uploads/2015/02/2015_Licence-type-ISTEX.pdf
ark:/67375/NHZ-ZSX4GLJK-2	Physics, Particles & Fields	Physique, des Particules & des Champs	http://ip-science.thomsonreuters.com/mjl/scope/scope_scie/	Physics, Particles & Fields includes resources on the study of the structure and properties of elementary particles and resonances and their interactions. Resources in this category focus on high-energy physics. Low-energy physics is covered in the PHYSICS, NUCLEAR category. 		Science Citation Index Expanded	"categories.wos.raw:(""physics, particles & fields"")"	Jeu de données catégories Web Of Science 	https://docs.google.com/drawings/d/1LzjO-oD6snh0MYfqxfPB7q-LU6Dev1SRmJstXFGzgvg/pub?w=960&h=720	Cette table correspond au choix de documenter des données ISTEX et plus particulièrement les catégories Web Of Science.	ISTEX	LODEX team	2015-05-12	 Les données mise en ligne dans le cadre de cette expérimentation sont issues des métadonnées ISTEX. Comme les métadonnées ISTEX, elles sont placées sous le régime de la licence ouverte/open licence Etalab	http://www.istex.fr/wp-content/uploads/2015/02/2015_Licence-type-ISTEX.pdf
ark:/67375/NHZ-N3HN0KMT-7	Chemistry, Applied	Chimie, Appliquée	http://ip-science.thomsonreuters.com/mjl/scope/scope_scie/	Chemistry, Applied covers resources that report on the application of basic chemical sciences to other sciences, engineering, and industry. Topics include chemical engineering (catalysis, fuel processing, microencapsulation, and functional polymers); food science and technology (cereals, hydrocolloids, and food additives); medicinal chemistry (pharmacology); dyes and pigments; coatings technology; and cosmetics. 		Science Citation Index Expanded	"categories.wos.raw:(""chemistry, applied"")"	Jeu de données catégories Web Of Science 	https://docs.google.com/drawings/d/1LzjO-oD6snh0MYfqxfPB7q-LU6Dev1SRmJstXFGzgvg/pub?w=960&h=720	Cette table correspond au choix de documenter des données ISTEX et plus particulièrement les catégories Web Of Science.	ISTEX	LODEX team	2015-05-12	 Les données mise en ligne dans le cadre de cette expérimentation sont issues des métadonnées ISTEX. Comme les métadonnées ISTEX, elles sont placées sous le régime de la licence ouverte/open licence Etalab	http://www.istex.fr/wp-content/uploads/2015/02/2015_Licence-type-ISTEX.pdf
ark:/67375/NHZ-7MC6QN1V-2	Psychology, Experimental	Psychologie, Expérimentale	http://ip-science.thomsonreuters.com/mjl/scope/scope_scie/	Psychology, Experimental covers resources concerned with consciousness; cognition and memory; visual, auditory, and speech perception; and ecological psychology. 		Social Science Citation Index	"categories.wos.raw:(""psychology, experimental"")"	Jeu de données catégories Web Of Science 	https://docs.google.com/drawings/d/1LzjO-oD6snh0MYfqxfPB7q-LU6Dev1SRmJstXFGzgvg/pub?w=960&h=720	Cette table correspond au choix de documenter des données ISTEX et plus particulièrement les catégories Web Of Science.	ISTEX	LODEX team	2015-05-12	 Les données mise en ligne dans le cadre de cette expérimentation sont issues des métadonnées ISTEX. Comme les métadonnées ISTEX, elles sont placées sous le régime de la licence ouverte/open licence Etalab	http://www.istex.fr/wp-content/uploads/2015/02/2015_Licence-type-ISTEX.pdf
ark:/67375/NHZ-RBQJ211B-T	Film, Radio, Television	Cinéma, radio, télévision	http://ip-science.thomsonreuters.com/mjl/scope/scope_scie/	Film, Radio, Television includes resources on the creative aspects of these fields, as opposed to the technical. Reviews are covered in this category, as are resources concerned with history and cultural interpretation. 		Arts and Humanities Citation Index	"categories.wos.raw:(""film, radio, television"")"	Jeu de données catégories Web Of Science 	https://docs.google.com/drawings/d/1LzjO-oD6snh0MYfqxfPB7q-LU6Dev1SRmJstXFGzgvg/pub?w=960&h=720	Cette table correspond au choix de documenter des données ISTEX et plus particulièrement les catégories Web Of Science.	ISTEX	LODEX team	2015-05-12	 Les données mise en ligne dans le cadre de cette expérimentation sont issues des métadonnées ISTEX. Comme les métadonnées ISTEX, elles sont placées sous le régime de la licence ouverte/open licence Etalab	http://www.istex.fr/wp-content/uploads/2015/02/2015_Licence-type-ISTEX.pdf
ark:/67375/NHZ-R8MQMWF5-9	Sociology	Sociologie	http://ip-science.thomsonreuters.com/mjl/scope/scope_scie/	Sociology covers resources that focus on the study of human society, social structures, and social change as well as human behavior as it is shaped by social forces. Areas covered in this category include community studies, socio-ethnic problems, rural sociology, sociobiology, social deviance, gender studies, the sociology of law, the sociology of religion, and comparative sociology. 		Social Science Citation Index	"categories.wos.raw:(""sociology"")"	Jeu de données catégories Web Of Science 	https://docs.google.com/drawings/d/1LzjO-oD6snh0MYfqxfPB7q-LU6Dev1SRmJstXFGzgvg/pub?w=960&h=720	Cette table correspond au choix de documenter des données ISTEX et plus particulièrement les catégories Web Of Science.	ISTEX	LODEX team	2015-05-12	 Les données mise en ligne dans le cadre de cette expérimentation sont issues des métadonnées ISTEX. Comme les métadonnées ISTEX, elles sont placées sous le régime de la licence ouverte/open licence Etalab	http://www.istex.fr/wp-content/uploads/2015/02/2015_Licence-type-ISTEX.pdf
ark:/67375/NHZ-4GK6L38F-L	Geochemistry & Geophysics	Géochimie & Géophysique	http://ip-science.thomsonreuters.com/mjl/scope/scope_scie/	Resources in this category may focus on either Geochemistry or Geophysics or both. Geochemistry covers resources that deal with the chemical composition and chemical changes in the Earth or other planets or asteroids. Topics include research on related chemical and geological properties of substances, applied geochemistry, organic geochemistry, and biogeochemistry. Geophysics covers resources on the application of the methods and techniques of physics to the study of the structure of the Earth and the processes affecting it. Topics addressed include seismology, tectonics, tectonophysics, geomagnetism, radioactivity, and rock mechanics.		Science Citation Index Expanded	"categories.wos.raw:(""geochemistry & geophysics"")"	Jeu de données catégories Web Of Science 	https://docs.google.com/drawings/d/1LzjO-oD6snh0MYfqxfPB7q-LU6Dev1SRmJstXFGzgvg/pub?w=960&h=720	Cette table correspond au choix de documenter des données ISTEX et plus particulièrement les catégories Web Of Science.	ISTEX	LODEX team	2015-05-12	 Les données mise en ligne dans le cadre de cette expérimentation sont issues des métadonnées ISTEX. Comme les métadonnées ISTEX, elles sont placées sous le régime de la licence ouverte/open licence Etalab	http://www.istex.fr/wp-content/uploads/2015/02/2015_Licence-type-ISTEX.pdf
ark:/67375/NHZ-240QLLFT-Q	Architecture	Architecture	http://ip-science.thomsonreuters.com/mjl/scope/scope_scie/	Architecture covers resources that are concerned with the study of the art and science of building, particularly the design and construction of habitable structures. Also covered in this category are resources on architectural history, landscape architecture as well as urban and country planning and design. 		Arts and Humanities Citation Index	"categories.wos.raw:(""architecture"")"	Jeu de données catégories Web Of Science 	https://docs.google.com/drawings/d/1LzjO-oD6snh0MYfqxfPB7q-LU6Dev1SRmJstXFGzgvg/pub?w=960&h=720	Cette table correspond au choix de documenter des données ISTEX et plus particulièrement les catégories Web Of Science.	ISTEX	LODEX team	2015-05-12	 Les données mise en ligne dans le cadre de cette expérimentation sont issues des métadonnées ISTEX. Comme les métadonnées ISTEX, elles sont placées sous le régime de la licence ouverte/open licence Etalab	http://www.istex.fr/wp-content/uploads/2015/02/2015_Licence-type-ISTEX.pdf
ark:/67375/NHZ-5NSS0729-L	Urban Studies	Etudes urbaines	http://ip-science.thomsonreuters.com/mjl/scope/scope_scie/	Urban Studies covers resources concerned with the social aspects of city planning and urban design. Topics covered include the effects of the urban environment on the individual, the effects of urbanization on the natural environment, urban economics, urban technology, housing planning, urban education, and urban law. 		Social Science Citation Index	"categories.wos.raw:(""urban studies"")"	Jeu de données catégories Web Of Science 	https://docs.google.com/drawings/d/1LzjO-oD6snh0MYfqxfPB7q-LU6Dev1SRmJstXFGzgvg/pub?w=960&h=720	Cette table correspond au choix de documenter des données ISTEX et plus particulièrement les catégories Web Of Science.	ISTEX	LODEX team	2015-05-12	 Les données mise en ligne dans le cadre de cette expérimentation sont issues des métadonnées ISTEX. Comme les métadonnées ISTEX, elles sont placées sous le régime de la licence ouverte/open licence Etalab	http://www.istex.fr/wp-content/uploads/2015/02/2015_Licence-type-ISTEX.pdf
ark:/67375/NHZ-Z3MHNHMZ-8	Engineering, Chemical	Génie, Chimique	http://ip-science.thomsonreuters.com/mjl/scope/scope_scie/	Engineering, Chemical covers resources that discuss the chemical conversion of raw materials into a variety of products. This category includes resources that deal with the design and operation of efficient and cost-effective plants and equipment for the production of the various end products. 		Science Citation Index Expanded	"categories.wos.raw:(""engineering, chemical"")"	Jeu de données catégories Web Of Science 	https://docs.google.com/drawings/d/1LzjO-oD6snh0MYfqxfPB7q-LU6Dev1SRmJstXFGzgvg/pub?w=960&h=720	Cette table correspond au choix de documenter des données ISTEX et plus particulièrement les catégories Web Of Science.	ISTEX	LODEX team	2015-05-12	 Les données mise en ligne dans le cadre de cette expérimentation sont issues des métadonnées ISTEX. Comme les métadonnées ISTEX, elles sont placées sous le régime de la licence ouverte/open licence Etalab	http://www.istex.fr/wp-content/uploads/2015/02/2015_Licence-type-ISTEX.pdf
ark:/67375/NHZ-BKJLFC7T-9	Engineering, Petroleum	Génie, Pétrolier	http://ip-science.thomsonreuters.com/mjl/scope/scope_scie/	Engineering, Petroleum covers resources that report on a combination of engineering concepts, methods, and techniques on drilling and extracting hydrocarbons and other fluids from the earth (e.g., chemical flooding, thermal flooding, miscible displacement techniques, and horizontal drilling) and on the refining process. Relevant topics in this category include drilling engineering, production engineering, reservoir engineering, and formation evaluation, which infers reservoir properties through indirect measurements. 		Science Citation Index Expanded	"categories.wos.raw:(""engineering, petroleum"")"	Jeu de données catégories Web Of Science 	https://docs.google.com/drawings/d/1LzjO-oD6snh0MYfqxfPB7q-LU6Dev1SRmJstXFGzgvg/pub?w=960&h=720	Cette table correspond au choix de documenter des données ISTEX et plus particulièrement les catégories Web Of Science.	ISTEX	LODEX team	2015-05-12	 Les données mise en ligne dans le cadre de cette expérimentation sont issues des métadonnées ISTEX. Comme les métadonnées ISTEX, elles sont placées sous le régime de la licence ouverte/open licence Etalab	http://www.istex.fr/wp-content/uploads/2015/02/2015_Licence-type-ISTEX.pdf
ark:/67375/NHZ-TK6MB34N-B	Engineering, Multidisciplinary	Génie, Multidisciplinaire	http://ip-science.thomsonreuters.com/mjl/scope/scope_scie/	Engineering, Multidisciplinary covers resources having a general or interdisciplinary approach to engineering. Relevant topics include computer science and mathematics in engineering, engineering education, reliability studies, and audio engineering. 		Science Citation Index Expanded	"categories.wos.raw:(""engineering, multidisciplinary"")"	Jeu de données catégories Web Of Science 	https://docs.google.com/drawings/d/1LzjO-oD6snh0MYfqxfPB7q-LU6Dev1SRmJstXFGzgvg/pub?w=960&h=720	Cette table correspond au choix de documenter des données ISTEX et plus particulièrement les catégories Web Of Science.	ISTEX	LODEX team	2015-05-12	 Les données mise en ligne dans le cadre de cette expérimentation sont issues des métadonnées ISTEX. Comme les métadonnées ISTEX, elles sont placées sous le régime de la licence ouverte/open licence Etalab	http://www.istex.fr/wp-content/uploads/2015/02/2015_Licence-type-ISTEX.pdf
ark:/67375/NHZ-ZSDVHC6W-H	Mathematics	Mathématiques	http://ip-science.thomsonreuters.com/mjl/scope/scope_scie/	Mathematics covers resources having a broad, general approach to the field. The category also includes resources focusing on specific fields of basic research in Mathematics such as topology, algebra, functional analysis, combinatorial theory, differential geometry and number theory. 		Science Citation Index Expanded	"categories.wos.raw:(""mathematics"")"	Jeu de données catégories Web Of Science 	https://docs.google.com/drawings/d/1LzjO-oD6snh0MYfqxfPB7q-LU6Dev1SRmJstXFGzgvg/pub?w=960&h=720	Cette table correspond au choix de documenter des données ISTEX et plus particulièrement les catégories Web Of Science.	ISTEX	LODEX team	2015-05-12	 Les données mise en ligne dans le cadre de cette expérimentation sont issues des métadonnées ISTEX. Comme les métadonnées ISTEX, elles sont placées sous le régime de la licence ouverte/open licence Etalab	http://www.istex.fr/wp-content/uploads/2015/02/2015_Licence-type-ISTEX.pdf
ark:/67375/NHZ-PNPDTFTJ-C	Neuroimaging	Imagerie cérébrale	http://ip-science.thomsonreuters.com/mjl/scope/scope_scie/	Neuroimaging covers resources on the mapping technologies used to treat, diagnose, or monitor brain lesions and mental disorders.		Science Citation Index Expanded	"categories.wos.raw:(""neuroimaging"")"	Jeu de données catégories Web Of Science 	https://docs.google.com/drawings/d/1LzjO-oD6snh0MYfqxfPB7q-LU6Dev1SRmJstXFGzgvg/pub?w=960&h=720	Cette table correspond au choix de documenter des données ISTEX et plus particulièrement les catégories Web Of Science.	ISTEX	LODEX team	2015-05-12	 Les données mise en ligne dans le cadre de cette expérimentation sont issues des métadonnées ISTEX. Comme les métadonnées ISTEX, elles sont placées sous le régime de la licence ouverte/open licence Etalab	http://www.istex.fr/wp-content/uploads/2015/02/2015_Licence-type-ISTEX.pdf
ark:/67375/NHZ-MX1NW4N2-0	Archaeology	Archéologie	http://ip-science.thomsonreuters.com/mjl/scope/scope_scie/	Archaeology includes resources on the study of material remains (such as fossils, relics, artifacts, and monuments) of past human life and activities. This category covers resources concerned with all aspects of archaeology including methods of detection and analysis. Anthropological archaeology resources are also covered in the SSCI. 		Arts and Humanities Citation Index	"categories.wos.raw:(""archaeology"")"	Jeu de données catégories Web Of Science 	https://docs.google.com/drawings/d/1LzjO-oD6snh0MYfqxfPB7q-LU6Dev1SRmJstXFGzgvg/pub?w=960&h=720	Cette table correspond au choix de documenter des données ISTEX et plus particulièrement les catégories Web Of Science.	ISTEX	LODEX team	2015-05-12	 Les données mise en ligne dans le cadre de cette expérimentation sont issues des métadonnées ISTEX. Comme les métadonnées ISTEX, elles sont placées sous le régime de la licence ouverte/open licence Etalab	http://www.istex.fr/wp-content/uploads/2015/02/2015_Licence-type-ISTEX.pdf
ark:/67375/NHZ-D6GQFQLD-S	Computer Science, Artificial Intelligence	Science informatique, Intelligence artificielle	http://ip-science.thomsonreuters.com/mjl/scope/scope_scie/	Computer Science, Artificial Intelligence covers resources that focus on research and techniques to create machines that attempt to efficiently reason, problem-solve, use knowledge representation, and perform analysis of contradictory or ambiguous information. This category includes resources on artificial intelligence technologies such as expert systems, fuzzy systems, natural language processing, speech recognition, pattern recognition, computer vision, decision-support systems, knowledge bases, and neural networks. 		Science Citation Index Expanded	"categories.wos.raw:(""computer science, artificial intelligence"")"	Jeu de données catégories Web Of Science 	https://docs.google.com/drawings/d/1LzjO-oD6snh0MYfqxfPB7q-LU6Dev1SRmJstXFGzgvg/pub?w=960&h=720	Cette table correspond au choix de documenter des données ISTEX et plus particulièrement les catégories Web Of Science.	ISTEX	LODEX team	2015-05-12	 Les données mise en ligne dans le cadre de cette expérimentation sont issues des métadonnées ISTEX. Comme les métadonnées ISTEX, elles sont placées sous le régime de la licence ouverte/open licence Etalab	http://www.istex.fr/wp-content/uploads/2015/02/2015_Licence-type-ISTEX.pdf
ark:/67375/NHZ-DQRGLJF5-C	Cardiac & Cardiovascular Systems	Systèmes cardiaque et cardiovasculaire	http://ip-science.thomsonreuters.com/mjl/scope/scope_scie/	Cardiac & Cardiovascular Systems covers resources dealing with the diagnosis and treatment of heart disease. Coverage focuses on cardiac disease prevention, pharmacology, surgery, transplantation, and research. This category also includes cardiac testing, pacemakers, and medical devices. Resources focusing on circulation, hypertension, arterial disease, and stroke are placed in the PERIPHERAL VASCULAR DISEASE category. 		Science Citation Index Expanded	"categories.wos.raw:(""cardiac & cardiovascular systems"")"	Jeu de données catégories Web Of Science 	https://docs.google.com/drawings/d/1LzjO-oD6snh0MYfqxfPB7q-LU6Dev1SRmJstXFGzgvg/pub?w=960&h=720	Cette table correspond au choix de documenter des données ISTEX et plus particulièrement les catégories Web Of Science.	ISTEX	LODEX team	2015-05-12	 Les données mise en ligne dans le cadre de cette expérimentation sont issues des métadonnées ISTEX. Comme les métadonnées ISTEX, elles sont placées sous le régime de la licence ouverte/open licence Etalab	http://www.istex.fr/wp-content/uploads/2015/02/2015_Licence-type-ISTEX.pdf
ark:/67375/NHZ-TPLQK17Z-N	Orthopedics	Orthopédie	http://ip-science.thomsonreuters.com/mjl/scope/scope_scie/	Orthopedics covers resources on surgery and medical appliances as a means to preserve or restore function or alleviate pain in the musculoskeletal system, particularly the bones and joints. 		Science Citation Index Expanded	"categories.wos.raw:(""orthopedics"")"	Jeu de données catégories Web Of Science 	https://docs.google.com/drawings/d/1LzjO-oD6snh0MYfqxfPB7q-LU6Dev1SRmJstXFGzgvg/pub?w=960&h=720	Cette table correspond au choix de documenter des données ISTEX et plus particulièrement les catégories Web Of Science.	ISTEX	LODEX team	2015-05-12	 Les données mise en ligne dans le cadre de cette expérimentation sont issues des métadonnées ISTEX. Comme les métadonnées ISTEX, elles sont placées sous le régime de la licence ouverte/open licence Etalab	http://www.istex.fr/wp-content/uploads/2015/02/2015_Licence-type-ISTEX.pdf
