uri	Titre	Verbalisation française	Source	Description	Est tête d'arborescence	Terme Générique	Cette ressource dans ISTEX	Nom du jeu de données	Modèle conceptuel	Description du jeu de données	Créateur	Editeur	date de création	Licence	Source de la licence
ark:/67375/NHZ-S21DGX8D-J	Rheumatology	Rhumatologie	http://ip-science.thomsonreuters.com/mjl/scope/scope_scie/	Rheumatology covers resources on clinical, therapeutic, and laboratory research about arthritis and rheumatism, the chronic degenerative autoimmune inflammatory diseases that primarily affect joints and connective tissue. 		Science Citation Index Expanded	"categories.wos.raw:(""rheumatology"")"	Jeu de données catégories Web Of Science 	https://docs.google.com/drawings/d/1LzjO-oD6snh0MYfqxfPB7q-LU6Dev1SRmJstXFGzgvg/pub?w=960&h=720	Cette table correspond au choix de documenter des données ISTEX et plus particulièrement les catégories Web Of Science.	ISTEX	LODEX team	2015-05-12	 Les données mise en ligne dans le cadre de cette expérimentation sont issues des métadonnées ISTEX. Comme les métadonnées ISTEX, elles sont placées sous le régime de la licence ouverte/open licence Etalab	http://www.istex.fr/wp-content/uploads/2015/02/2015_Licence-type-ISTEX.pdf
ark:/67375/NHZ-KTF17PSK-G	Imaging Science & Photographic Technology	Science de l'imagerie et Technologie photographique	http://ip-science.thomsonreuters.com/mjl/scope/scope_scie/	Imaging Science & Photographic Technology includes resources that cover pattern recognition, analog and digital signal processing, remote sensing, and optical technology. This category also covers resources on the photographic process (the engineering of photographic devices and the chemistry of photography) as well as machine-aided imaging, recording materials and media, and visual communication and image representation.		Science Citation Index Expanded	"categories.wos.raw:(""imaging science & photographic technology"")"	Jeu de données catégories Web Of Science 	https://docs.google.com/drawings/d/1LzjO-oD6snh0MYfqxfPB7q-LU6Dev1SRmJstXFGzgvg/pub?w=960&h=720	Cette table correspond au choix de documenter des données ISTEX et plus particulièrement les catégories Web Of Science.	ISTEX	LODEX team	2015-05-12	 Les données mise en ligne dans le cadre de cette expérimentation sont issues des métadonnées ISTEX. Comme les métadonnées ISTEX, elles sont placées sous le régime de la licence ouverte/open licence Etalab	http://www.istex.fr/wp-content/uploads/2015/02/2015_Licence-type-ISTEX.pdf
ark:/67375/NHZ-2KBXDWM4-J	Asian Studies	Etudes asiatiques	http://ip-science.thomsonreuters.com/mjl/scope/scope_scie/	Asian Studies covers resources that focus on multidisciplinary Asian studies, as well as those that focus on Asian music, folklore, philosophy, theatre, or religion. Only general resources appear here; specific ones are appropriately cross-categorized. 		Arts and Humanities Citation Index	"categories.wos.raw:(""asian studies"")"	Jeu de données catégories Web Of Science 	https://docs.google.com/drawings/d/1LzjO-oD6snh0MYfqxfPB7q-LU6Dev1SRmJstXFGzgvg/pub?w=960&h=720	Cette table correspond au choix de documenter des données ISTEX et plus particulièrement les catégories Web Of Science.	ISTEX	LODEX team	2015-05-12	 Les données mise en ligne dans le cadre de cette expérimentation sont issues des métadonnées ISTEX. Comme les métadonnées ISTEX, elles sont placées sous le régime de la licence ouverte/open licence Etalab	http://www.istex.fr/wp-content/uploads/2015/02/2015_Licence-type-ISTEX.pdf
ark:/67375/NHZ-QNGL4VV1-Z	Physics, Condensed Matter	Physique, de la Matière condensée	http://ip-science.thomsonreuters.com/mjl/scope/scope_scie/	Physics, Condensed Matter covers resources that deal with the study of the structure and the thermal, mechanical, electrical, magnetic, and optical properties of condensed matter. Topics covered in this category include superconductivity, surfaces, interfaces, thin films, dielectrics, ferroelectrics, and semiconductors. This category also includes resources from the former category of Solid State Physics as well as resources on condensed fluids. 		Science Citation Index Expanded	"categories.wos.raw:(""physics, condensed matter"")"	Jeu de données catégories Web Of Science 	https://docs.google.com/drawings/d/1LzjO-oD6snh0MYfqxfPB7q-LU6Dev1SRmJstXFGzgvg/pub?w=960&h=720	Cette table correspond au choix de documenter des données ISTEX et plus particulièrement les catégories Web Of Science.	ISTEX	LODEX team	2015-05-12	 Les données mise en ligne dans le cadre de cette expérimentation sont issues des métadonnées ISTEX. Comme les métadonnées ISTEX, elles sont placées sous le régime de la licence ouverte/open licence Etalab	http://www.istex.fr/wp-content/uploads/2015/02/2015_Licence-type-ISTEX.pdf
ark:/67375/NHZ-JDVTN7B1-R	Materials Science, Characterization & Testing	Science des matériaux, Essais et caractérisation	http://ip-science.thomsonreuters.com/mjl/scope/scope_scie/	Materials Science, Characterization & Testing covers resources that focus on techniques used to evaluate and test materials. These techniques include nondestructive testing, diffraction analysis, electron microscopy, electron spectroscopy, ion beam analysis, mechanical testing, optical characterization, and scanning tunneling microscopy. 		Science Citation Index Expanded	"categories.wos.raw:(""materials science, characterization & testing"")"	Jeu de données catégories Web Of Science 	https://docs.google.com/drawings/d/1LzjO-oD6snh0MYfqxfPB7q-LU6Dev1SRmJstXFGzgvg/pub?w=960&h=720	Cette table correspond au choix de documenter des données ISTEX et plus particulièrement les catégories Web Of Science.	ISTEX	LODEX team	2015-05-12	 Les données mise en ligne dans le cadre de cette expérimentation sont issues des métadonnées ISTEX. Comme les métadonnées ISTEX, elles sont placées sous le régime de la licence ouverte/open licence Etalab	http://www.istex.fr/wp-content/uploads/2015/02/2015_Licence-type-ISTEX.pdf
ark:/67375/NHZ-2M1ZXXGM-6	Telecommunications	Télécommunications	http://ip-science.thomsonreuters.com/mjl/scope/scope_scie/	Telecommunications covers resources on the technical and engineering aspects of communications over long distances via telephone, television, cable, fiber optics, radio, computer networks, telegraph, satellites, and so on. Other relevant topics include electronics, opto-electronics, radar and sonar navigation, communications systems, microwaves, antennas, and wave propagation. 		Science Citation Index Expanded	"categories.wos.raw:(""telecommunications"")"	Jeu de données catégories Web Of Science 	https://docs.google.com/drawings/d/1LzjO-oD6snh0MYfqxfPB7q-LU6Dev1SRmJstXFGzgvg/pub?w=960&h=720	Cette table correspond au choix de documenter des données ISTEX et plus particulièrement les catégories Web Of Science.	ISTEX	LODEX team	2015-05-12	 Les données mise en ligne dans le cadre de cette expérimentation sont issues des métadonnées ISTEX. Comme les métadonnées ISTEX, elles sont placées sous le régime de la licence ouverte/open licence Etalab	http://www.istex.fr/wp-content/uploads/2015/02/2015_Licence-type-ISTEX.pdf
ark:/67375/NHZ-94XL7PRJ-B	Linguistics	Linguistique	http://ip-science.thomsonreuters.com/mjl/scope/scope_scie/	Linguistics covers resources relating to all theoretical and applied aspects of linguistics, including phonetics, phonology, morphology, syntax, and semantics.   The category also includes resources dealing with language as a social phenomenon such as sociolinguistics, language acquisition and education, psycholinguistics, computational linguistics, corpus linguistics, semiotics and the relationship between memory and language. 		Social Science Citation Index	"categories.wos.raw:(""linguistics"")"	Jeu de données catégories Web Of Science 	https://docs.google.com/drawings/d/1LzjO-oD6snh0MYfqxfPB7q-LU6Dev1SRmJstXFGzgvg/pub?w=960&h=720	Cette table correspond au choix de documenter des données ISTEX et plus particulièrement les catégories Web Of Science.	ISTEX	LODEX team	2015-05-12	 Les données mise en ligne dans le cadre de cette expérimentation sont issues des métadonnées ISTEX. Comme les métadonnées ISTEX, elles sont placées sous le régime de la licence ouverte/open licence Etalab	http://www.istex.fr/wp-content/uploads/2015/02/2015_Licence-type-ISTEX.pdf
ark:/67375/NHZ-0NNT08FN-V	Computer Science, Software Engineering	Science informatique, Génie logiciel	http://ip-science.thomsonreuters.com/mjl/scope/scope_scie/	Computer Science, Software Engineering includes resources that are concerned with the programs, routines, and symbolic languages that control the functioning of the hardware and direct its operation. Also covered in this category are computer graphics, digital signal processing, and programming languages.		Science Citation Index Expanded	"categories.wos.raw:(""computer science, software engineering"")"	Jeu de données catégories Web Of Science 	https://docs.google.com/drawings/d/1LzjO-oD6snh0MYfqxfPB7q-LU6Dev1SRmJstXFGzgvg/pub?w=960&h=720	Cette table correspond au choix de documenter des données ISTEX et plus particulièrement les catégories Web Of Science.	ISTEX	LODEX team	2015-05-12	 Les données mise en ligne dans le cadre de cette expérimentation sont issues des métadonnées ISTEX. Comme les métadonnées ISTEX, elles sont placées sous le régime de la licence ouverte/open licence Etalab	http://www.istex.fr/wp-content/uploads/2015/02/2015_Licence-type-ISTEX.pdf
ark:/67375/NHZ-PHJ0DM35-C	Substance Abuse	Abus de substances	http://ip-science.thomsonreuters.com/mjl/scope/scope_scie/	Substance Abuse covers resources on the behavior, education, treatment, and research of alcohol, drug, and other substances of addiction. 		Science Citation Index Expanded	"categories.wos.raw:(""substance abuse"")"	Jeu de données catégories Web Of Science 	https://docs.google.com/drawings/d/1LzjO-oD6snh0MYfqxfPB7q-LU6Dev1SRmJstXFGzgvg/pub?w=960&h=720	Cette table correspond au choix de documenter des données ISTEX et plus particulièrement les catégories Web Of Science.	ISTEX	LODEX team	2015-05-12	 Les données mise en ligne dans le cadre de cette expérimentation sont issues des métadonnées ISTEX. Comme les métadonnées ISTEX, elles sont placées sous le régime de la licence ouverte/open licence Etalab	http://www.istex.fr/wp-content/uploads/2015/02/2015_Licence-type-ISTEX.pdf
ark:/67375/NHZ-L68Z86C8-X	Education & Educational Research	Education & Recherche pédagogique	http://ip-science.thomsonreuters.com/mjl/scope/scope_scie/	Education & Educational Research covers resources on the full spectrum of education, from theoretical to applied, from nursery school to Ph.D. Included in this category are resources on pedagogy and methodology as well as on the history of education, reading, curriculum studies, education policy, and the sociology and economics of education, as well as the use of computers in the classroom. 		Social Science Citation Index	"categories.wos.raw:(""education & educational research"")"	Jeu de données catégories Web Of Science 	https://docs.google.com/drawings/d/1LzjO-oD6snh0MYfqxfPB7q-LU6Dev1SRmJstXFGzgvg/pub?w=960&h=720	Cette table correspond au choix de documenter des données ISTEX et plus particulièrement les catégories Web Of Science.	ISTEX	LODEX team	2015-05-12	 Les données mise en ligne dans le cadre de cette expérimentation sont issues des métadonnées ISTEX. Comme les métadonnées ISTEX, elles sont placées sous le régime de la licence ouverte/open licence Etalab	http://www.istex.fr/wp-content/uploads/2015/02/2015_Licence-type-ISTEX.pdf
ark:/67375/NHZ-C9C784L1-Z	Biodiversity Conservation	Préservation de la biodiversité	http://ip-science.thomsonreuters.com/mjl/scope/scope_scie/	Biodiversity Conservation covers resources on the conservation management of species and ecosystems. Topics include conservation ecology, biological conservation, paleobiology, natural history and the natural sciences. 		Science Citation Index Expanded	"categories.wos.raw:(""biodiversity conservation"")"	Jeu de données catégories Web Of Science 	https://docs.google.com/drawings/d/1LzjO-oD6snh0MYfqxfPB7q-LU6Dev1SRmJstXFGzgvg/pub?w=960&h=720	Cette table correspond au choix de documenter des données ISTEX et plus particulièrement les catégories Web Of Science.	ISTEX	LODEX team	2015-05-12	 Les données mise en ligne dans le cadre de cette expérimentation sont issues des métadonnées ISTEX. Comme les métadonnées ISTEX, elles sont placées sous le régime de la licence ouverte/open licence Etalab	http://www.istex.fr/wp-content/uploads/2015/02/2015_Licence-type-ISTEX.pdf
ark:/67375/NHZ-97DKFJQ8-K	Microscopy	Microscopie	http://ip-science.thomsonreuters.com/mjl/scope/scope_scie/	Microscopy covers those resources that focus on the interpretative application of microscope magnification to the study of materials that cannot be seen properly by the unaided eye. The instruments used in microscopy may be either optical in nature, or use radiation other than light for making enlarged images of minute objects (e.g., an electron microscope). 		Science Citation Index Expanded	"categories.wos.raw:(""microscopy"")"	Jeu de données catégories Web Of Science 	https://docs.google.com/drawings/d/1LzjO-oD6snh0MYfqxfPB7q-LU6Dev1SRmJstXFGzgvg/pub?w=960&h=720	Cette table correspond au choix de documenter des données ISTEX et plus particulièrement les catégories Web Of Science.	ISTEX	LODEX team	2015-05-12	 Les données mise en ligne dans le cadre de cette expérimentation sont issues des métadonnées ISTEX. Comme les métadonnées ISTEX, elles sont placées sous le régime de la licence ouverte/open licence Etalab	http://www.istex.fr/wp-content/uploads/2015/02/2015_Licence-type-ISTEX.pdf
