uri	Nom de la catégorie	Source de la catégorie	Libellé en français	Description	Est tête d'arborescence	Terme Générique	Terme Spécifique	Cet item dans catégorie INIST	Cette ressource dans ISTEX	Nom du jeu de données	Description du jeu de données	Modèle conceptuel	Créateur	Editeur	Date de Création	Licence	Site de la licence
ark:/67375/Q4W-Q9NMQS1B-C	Chemistry	http://www.science-metrix.com/fr/classification	Chimie	La chimie est une science de la nature qui étudie la matière et ses transformations. 		Natural Sciences	Analytical Chemistry ; General Chemistry ; Inorganic & Nuclear Chemistry ; Medicinal & Biomolecular Chemistry ; Organic Chemistry ; Physical Chemistry ; Polymers	https://inist-category.data.istex.fr/ark:/67375/RZL-B2XTT0HH-5	"categories.scienceMetrix.raw:(""chemistry"")"	Jeu de données catégories Science-Metrix	Ce jeu correspond au choix de documenter des données ISTEX et plus particulièrement les catégories Science-Metrix. Ces catégories ont fait l'objet d'une structuration hiérarchique au format SKOS après enrichissement, et d'un alignement avec les catégories Inist.	https://docs.google.com/drawings/d/1DtaYjhujWku1bKoAHdcCez2DSzneDXTQz61mqQKMskA/pub?w=960&h=720	ISTEX	LODEX team	2017-06-09	Les données mise en ligne dans le cadre de cette expérimentation sont issues des métadonnées ISTEX.  Comme les métadonnées ISTEX, elles sont  placées sous le régime de la licence ouverte/open licence Etalab 	2017-06-09
ark:/67375/Q4W-XVJDFVXM-W	Cultural Studies	http://www.science-metrix.com/fr/classification	Sciences de la culture	Les cultural studies (« études culturelles », « sciences de la culture ») sont un courant de recherche d'origine anglophone à la croisée de la sociologie, de l'anthropologie culturelle, de la philosophie, de l’ethnologie, de la littérature, de la médiologie, des arts, etc. D'une visée transdisciplinaire, elles se présentent comme une « anti-discipline » à forte dimension critique, notamment en ce qui concerne les relations entre cultures et pouvoir. 		Social Sciences		https://inist-category.data.istex.fr/ark:/67375/RZL-CQZJ2R3W-2	"categories.scienceMetrix.raw:(""cultural studies"")"	Jeu de données catégories Science-Metrix	Ce jeu correspond au choix de documenter des données ISTEX et plus particulièrement les catégories Science-Metrix. Ces catégories ont fait l'objet d'une structuration hiérarchique au format SKOS après enrichissement, et d'un alignement avec les catégories Inist.	https://docs.google.com/drawings/d/1DtaYjhujWku1bKoAHdcCez2DSzneDXTQz61mqQKMskA/pub?w=960&h=720	ISTEX	LODEX team	2017-06-09	Les données mise en ligne dans le cadre de cette expérimentation sont issues des métadonnées ISTEX.  Comme les métadonnées ISTEX, elles sont  placées sous le régime de la licence ouverte/open licence Etalab 	2017-06-09
ark:/67375/Q4W-SWTRRLTK-R	Design Practice & Management	http://www.science-metrix.com/fr/classification	Pratique et gestion du design	Le design est la création d’un projet en vue de la réalisation et de la production d’un objet (produit, espace, service) ou d’un système, qui se situe à la croisée de l’art, de la technique et de la société.		Built Environment & Design		https://inist-category.data.istex.fr/ark:/67375/RZL-0GLS0ZKS-L	"categories.scienceMetrix.raw:(""design practice & management"")"	Jeu de données catégories Science-Metrix	Ce jeu correspond au choix de documenter des données ISTEX et plus particulièrement les catégories Science-Metrix. Ces catégories ont fait l'objet d'une structuration hiérarchique au format SKOS après enrichissement, et d'un alignement avec les catégories Inist.	https://docs.google.com/drawings/d/1DtaYjhujWku1bKoAHdcCez2DSzneDXTQz61mqQKMskA/pub?w=960&h=720	ISTEX	LODEX team	2017-06-09	Les données mise en ligne dans le cadre de cette expérimentation sont issues des métadonnées ISTEX.  Comme les métadonnées ISTEX, elles sont  placées sous le régime de la licence ouverte/open licence Etalab 	2017-06-09
ark:/67375/Q4W-Z7NCJM42-W	Aerospace & Aeronautics	http://www.science-metrix.com/fr/classification	Aérospatiale et aéronautique	L'aéronautique inclut les sciences et les technologies ayant pour but de construire et de faire évoluer un aéronef dans l'atmosphère terrestre. 		Engineering			"categories.scienceMetrix.raw:(""aerospace & aeronautics"")"	Jeu de données catégories Science-Metrix	Ce jeu correspond au choix de documenter des données ISTEX et plus particulièrement les catégories Science-Metrix. Ces catégories ont fait l'objet d'une structuration hiérarchique au format SKOS après enrichissement, et d'un alignement avec les catégories Inist.	https://docs.google.com/drawings/d/1DtaYjhujWku1bKoAHdcCez2DSzneDXTQz61mqQKMskA/pub?w=960&h=720	ISTEX	LODEX team	2017-06-09	Les données mise en ligne dans le cadre de cette expérimentation sont issues des métadonnées ISTEX.  Comme les métadonnées ISTEX, elles sont  placées sous le régime de la licence ouverte/open licence Etalab 	2017-06-09
ark:/67375/Q4W-XPXKWMDD-P	Anthropology	http://www.science-metrix.com/fr/classification	Anthropologie	L'anthropologie est la branche des sciences qui étudie l'être humain sous tous ses aspects, à la fois physiques (anatomiques, morphologiques, physiologiques,évolutifs, etc.) et culturels (socio-religieux, psychologiques, géographiques, etc.). Elle tend à définir l'humanité en faisant une synthèse des différentes sciences humaines etnaturelles. Le terme anthropologie vient de deux mots grecs, anthrôpos, qui signifie « homme » (au sens générique), et logos, qui signifie parole, discours. 		Communication & Textual Studies		https://inist-category.data.istex.fr/ark:/67375/RZL-CQZJ2R3W-2	"categories.scienceMetrix.raw:(""anthropology"")"	Jeu de données catégories Science-Metrix	Ce jeu correspond au choix de documenter des données ISTEX et plus particulièrement les catégories Science-Metrix. Ces catégories ont fait l'objet d'une structuration hiérarchique au format SKOS après enrichissement, et d'un alignement avec les catégories Inist.	https://docs.google.com/drawings/d/1DtaYjhujWku1bKoAHdcCez2DSzneDXTQz61mqQKMskA/pub?w=960&h=720	ISTEX	LODEX team	2017-06-09	Les données mise en ligne dans le cadre de cette expérimentation sont issues des métadonnées ISTEX.  Comme les métadonnées ISTEX, elles sont  placées sous le régime de la licence ouverte/open licence Etalab 	2017-06-09
ark:/67375/Q4W-QB18KGPQ-W	Biomedical Engineering	http://www.science-metrix.com/fr/classification	Génie biomédical	Le génie biomédical est une application des principes et des techniques de l'ingénierie dans le domaine médical visant au contrôle des systèmes biologiques ou au développement d’appareils servant au diagnostic et au traitement des patients. Ce domaine est un mélange de médecine, de biologie, d'ingénierie et de physique. 		Engineering		https://inist-category.data.istex.fr/ark:/67375/RZL-TMMG3TZR-1	"categories.scienceMetrix.raw:(""biomedical engineering"")"	Jeu de données catégories Science-Metrix	Ce jeu correspond au choix de documenter des données ISTEX et plus particulièrement les catégories Science-Metrix. Ces catégories ont fait l'objet d'une structuration hiérarchique au format SKOS après enrichissement, et d'un alignement avec les catégories Inist.	https://docs.google.com/drawings/d/1DtaYjhujWku1bKoAHdcCez2DSzneDXTQz61mqQKMskA/pub?w=960&h=720	ISTEX	LODEX team	2017-06-09	Les données mise en ligne dans le cadre de cette expérimentation sont issues des métadonnées ISTEX.  Comme les métadonnées ISTEX, elles sont  placées sous le régime de la licence ouverte/open licence Etalab 	2017-06-09
ark:/67375/Q4W-1H57HK3W-J	Development Studies	http://www.science-metrix.com/fr/classification	Études du développement			Economics & Business			"categories.scienceMetrix.raw:(""development studies"")"	Jeu de données catégories Science-Metrix	Ce jeu correspond au choix de documenter des données ISTEX et plus particulièrement les catégories Science-Metrix. Ces catégories ont fait l'objet d'une structuration hiérarchique au format SKOS après enrichissement, et d'un alignement avec les catégories Inist.	https://docs.google.com/drawings/d/1DtaYjhujWku1bKoAHdcCez2DSzneDXTQz61mqQKMskA/pub?w=960&h=720	ISTEX	LODEX team	2017-06-09	Les données mise en ligne dans le cadre de cette expérimentation sont issues des métadonnées ISTEX.  Comme les métadonnées ISTEX, elles sont  placées sous le régime de la licence ouverte/open licence Etalab 	2017-06-09
ark:/67375/Q4W-M6RKJXDN-V	Finance	http://www.science-metrix.com/fr/classification	Finance	La finance recouvre un domaine d'activité — celui du financement — qui consiste à fournir l'argent nécessaire à la réalisation d'une opération économique. Ce domaine concerne aussi bien les individus, les ménages que les entreprises publiques ou privées, mais aussi les États. 		Economics & Business			"categories.scienceMetrix.raw:(""finance"")"	Jeu de données catégories Science-Metrix	Ce jeu correspond au choix de documenter des données ISTEX et plus particulièrement les catégories Science-Metrix. Ces catégories ont fait l'objet d'une structuration hiérarchique au format SKOS après enrichissement, et d'un alignement avec les catégories Inist.	https://docs.google.com/drawings/d/1DtaYjhujWku1bKoAHdcCez2DSzneDXTQz61mqQKMskA/pub?w=960&h=720	ISTEX	LODEX team	2017-06-09	Les données mise en ligne dans le cadre de cette expérimentation sont issues des métadonnées ISTEX.  Comme les métadonnées ISTEX, elles sont  placées sous le régime de la licence ouverte/open licence Etalab 	2017-06-09
ark:/67375/Q4W-LHKDRZNG-N	Applied Mathematics	http://www.science-metrix.com/fr/classification	Mathématiques appliquées	Les mathématiques appliquées sont une branche des mathématiques qui s'intéresse à l'application du savoir mathématique aux autres domaines. L'analyse numérique, les mathématiques de l'ingénierie ; l'optimisation linéaire, la programmation dynamique, l'optimisation et la recherche opérationnelle ; les bio-mathématiques, la bio-informatique, la théorie de l'information, la théorie des jeux ; les probabilités et lesstatistiques ; les mathématiques financières et l'actuariat ; la cryptographie et, jusqu'à un certain point, la combinatoire et la géométrie finie ; la théorie des graphes telle qu'appliquée à l'analyse de réseaux, ainsi qu'une bonne partie de ce qu'on appelle l'informatique sont autant de domaines d'application des mathématiques. 		Mathematics & Statistics		https://inist-category.data.istex.fr/ark:/67375/RZL-QQSMRB4F-S	"categories.scienceMetrix.raw:(""applied mathematics"")"	Jeu de données catégories Science-Metrix	Ce jeu correspond au choix de documenter des données ISTEX et plus particulièrement les catégories Science-Metrix. Ces catégories ont fait l'objet d'une structuration hiérarchique au format SKOS après enrichissement, et d'un alignement avec les catégories Inist.	https://docs.google.com/drawings/d/1DtaYjhujWku1bKoAHdcCez2DSzneDXTQz61mqQKMskA/pub?w=960&h=720	ISTEX	LODEX team	2017-06-09	Les données mise en ligne dans le cadre de cette expérimentation sont issues des métadonnées ISTEX.  Comme les métadonnées ISTEX, elles sont  placées sous le régime de la licence ouverte/open licence Etalab 	2017-06-09
ark:/67375/Q4W-VW3RLW2J-9	Horticulture	http://www.science-metrix.com/fr/classification	Horticulture	Selon le dictionnaire de l'Académie française, l'horticulture est un art. L'horticulture est l'art de cultiver les jardins, de pratiquer la culture des légumes, des fleurs, des arbres ou des arbustes fruitiers et d'ornement. Le terme est probablement un emprunt savant à l'anglais, il se compose du latin classique hortus « jardin » et du mot culture, sur le modèle d’agriculture.		Agriculture, Fisheries & Forestry			"categories.scienceMetrix.raw:(""horticulture"")"	Jeu de données catégories Science-Metrix	Ce jeu correspond au choix de documenter des données ISTEX et plus particulièrement les catégories Science-Metrix. Ces catégories ont fait l'objet d'une structuration hiérarchique au format SKOS après enrichissement, et d'un alignement avec les catégories Inist.	https://docs.google.com/drawings/d/1DtaYjhujWku1bKoAHdcCez2DSzneDXTQz61mqQKMskA/pub?w=960&h=720	ISTEX	LODEX team	2017-06-09	Les données mise en ligne dans le cadre de cette expérimentation sont issues des métadonnées ISTEX.  Comme les métadonnées ISTEX, elles sont  placées sous le régime de la licence ouverte/open licence Etalab 	2017-06-09
ark:/67375/Q4W-4CVPK26J-W	Business & Management	http://www.science-metrix.com/fr/classification	Administration et gestion			Economics & Business			"categories.scienceMetrix.raw:(""business & management"")"	Jeu de données catégories Science-Metrix	Ce jeu correspond au choix de documenter des données ISTEX et plus particulièrement les catégories Science-Metrix. Ces catégories ont fait l'objet d'une structuration hiérarchique au format SKOS après enrichissement, et d'un alignement avec les catégories Inist.	https://docs.google.com/drawings/d/1DtaYjhujWku1bKoAHdcCez2DSzneDXTQz61mqQKMskA/pub?w=960&h=720	ISTEX	LODEX team	2017-06-09	Les données mise en ligne dans le cadre de cette expérimentation sont issues des métadonnées ISTEX.  Comme les métadonnées ISTEX, elles sont  placées sous le régime de la licence ouverte/open licence Etalab 	2017-06-09
ark:/67375/Q4W-8RLCF6R0-8	Mathematical Physics	http://www.science-metrix.com/fr/classification	Physique mathématique	La physique mathématique est un domaine de recherche commun à la physique et aux mathématiques s'intéressant au développement des méthodes mathématiques spécifiques aux problèmes physiques ou plus généralement à l'application des mathématiques à la physique, et, à l'opposé, aux développements mathématiques que suscitent certains domaines de recherche en physique. Elle inclut notamment l'étude dessystèmes dynamiques, des algèbres aux symétries particulières, des méthodes de décomposition en séries et des méthodes de résolution d'équations différentielles. 		Physics & Astronomy		https://inist-category.data.istex.fr/ark:/67375/RZL-T5HK8P0Z-3	"categories.scienceMetrix.raw:(""mathematical physics"")"	Jeu de données catégories Science-Metrix	Ce jeu correspond au choix de documenter des données ISTEX et plus particulièrement les catégories Science-Metrix. Ces catégories ont fait l'objet d'une structuration hiérarchique au format SKOS après enrichissement, et d'un alignement avec les catégories Inist.	https://docs.google.com/drawings/d/1DtaYjhujWku1bKoAHdcCez2DSzneDXTQz61mqQKMskA/pub?w=960&h=720	ISTEX	LODEX team	2017-06-09	Les données mise en ligne dans le cadre de cette expérimentation sont issues des métadonnées ISTEX.  Comme les métadonnées ISTEX, elles sont  placées sous le régime de la licence ouverte/open licence Etalab 	2017-06-09
